review_id,review_rating,review_text,review_date,reviewer_id,product_id
REV24318,1,bad,2025-07-23,CUST1654,PROD102
REV24319,4,good,2024-12-16,CUST3719,PROD114
REV24320,2,bad,2024-12-06,CUST5467,PROD107
REV24321,5,average,2024-02-12,CUST2379,PROD114
REV24322,4,good,2023-08-16,CUST2842,PROD101
REV24323,5,very bad,2024-08-18,CUST1244,PROD105
REV24324,2,average,2024-02-23,CUST4794,PROD109
REV24325,4,good,2024-07-01,CUST4914,PROD106
REV24326,4,average,2025-03-30,CUST5583,PROD108
REV24327,3,average,2025-04-21,CUST1426,PROD114
REV24328,5,good,2022-10-15,CUST1546,PROD112
REV24329,1,very bad,2025-04-28,CUST2578,PROD111
REV24330,1,very bad,2023-06-11,CUST2522,PROD100
REV24331,4,average,2023-04-10,CUST1344,PROD109
REV24332,4,very bad,2023-12-09,CUST5765,PROD102
REV24333,5,bad,2023-11-30,CUST1814,PROD114
REV24334,3,very good,2025-03-03,CUST1160,PROD106
REV24335,1,very bad,2023-01-03,CUST3652,PROD111
REV24336,1,very bad,2022-12-16,CUST4743,PROD102
REV24337,1,very good,2024-03-08,CUST4206,PROD100
REV24338,2,very good,2023-04-28,CUST3684,PROD111
REV24339,5,very good,2024-08-08,CUST1044,PROD108
REV24340,3,good,2024-09-29,CUST4968,PROD114
REV24341,5,very bad,2022-09-28,CUST5670,PROD105
REV24342,2,very bad,2025-03-06,CUST4286,PROD110
REV24343,4,good,2024-12-16,CUST2829,PROD107
REV24344,5,average,2024-11-14,CUST2145,PROD105
REV24345,4,average,2023-06-27,CUST2427,PROD107
REV24346,5,bad,2023-02-21,CUST5544,PROD105
REV24347,3,very bad,2025-03-18,CUST1032,PROD104
REV24348,5,very bad,2025-03-05,CUST5272,PROD100
REV24349,1,good,2025-08-15,CUST3738,PROD103
REV24350,1,good,2024-02-01,CUST2279,PROD105
REV24351,3,very good,2024-11-28,CUST4092,PROD106
REV24352,4,bad,2024-02-26,CUST5636,PROD113
REV24353,3,very good,2023-07-10,CUST4926,PROD108
REV24354,4,very bad,2025-05-27,CUST1513,PROD103
REV24355,5,average,2023-11-05,CUST3913,PROD100
REV24356,1,average,2023-09-21,CUST4469,PROD100
REV24357,3,good,2025-06-13,CUST2459,PROD114
REV24358,2,very good,2023-05-02,CUST5512,PROD102
REV24359,1,good,2023-04-25,CUST1744,PROD102
REV24360,1,very good,2022-10-01,CUST4626,PROD100
REV24361,3,good,2024-03-09,CUST5944,PROD113
REV24362,3,bad,2024-07-06,CUST3788,PROD111
REV24363,5,very good,2023-07-24,CUST2501,PROD105
REV24364,2,very bad,2023-01-27,CUST2816,PROD105
REV24365,1,good,2024-11-08,CUST2896,PROD110
REV24366,4,very good,2023-06-20,CUST4491,PROD102
REV24367,5,bad,2023-08-13,CUST3985,PROD103
REV24368,5,good,2022-11-01,CUST1722,PROD109
REV24369,4,average,2023-04-13,CUST3135,PROD110
REV24370,2,very good,2024-07-14,CUST3550,PROD104
REV24371,5,very good,2024-02-10,CUST1969,PROD110
REV24372,3,very good,2024-07-05,CUST2178,PROD112
REV24373,1,good,2025-04-17,CUST1373,PROD108
REV24374,3,bad,2024-06-23,CUST1493,PROD113
REV24375,5,bad,2024-04-13,CUST2917,PROD101
REV24376,3,very good,2025-04-24,CUST3304,PROD107
REV24377,3,good,2022-10-12,CUST4512,PROD111
REV24378,5,average,2023-10-24,CUST3772,PROD107
REV24379,2,good,2023-02-17,CUST4309,PROD100
REV24380,5,bad,2025-04-13,CUST1619,PROD104
REV24381,1,average,2024-10-21,CUST2180,PROD101
REV24382,2,very good,2025-05-10,CUST4334,PROD106
REV24383,5,very bad,2023-11-14,CUST3340,PROD100
REV24384,5,very bad,2024-05-03,CUST2318,PROD112
REV24385,1,average,2024-09-29,CUST5328,PROD111
REV24386,3,average,2025-07-30,CUST5476,PROD108
REV24387,2,very bad,2024-01-24,CUST5983,PROD110
REV24388,4,very good,2023-05-03,CUST2953,PROD100
REV24389,2,average,2023-06-05,CUST1548,PROD113
REV24390,1,bad,2024-05-29,CUST1174,PROD101
REV24391,2,bad,2023-12-22,CUST1997,PROD102
REV24392,5,very good,2023-11-01,CUST2644,PROD110
REV24393,4,bad,2023-01-26,CUST3912,PROD101
REV24394,5,good,2024-01-31,CUST4007,PROD107
REV24395,1,very bad,2024-04-26,CUST2938,PROD102
REV24396,5,good,2023-10-25,CUST2971,PROD110
REV24397,3,very bad,2023-12-01,CUST5977,PROD107
REV24398,5,very good,2024-07-05,CUST2880,PROD107
REV24399,4,very bad,2025-05-22,CUST2164,PROD114
REV24400,3,good,2025-06-03,CUST1101,PROD112
REV24401,4,bad,2023-08-06,CUST1952,PROD108
REV24402,3,bad,2023-04-30,CUST3305,PROD100
REV24403,3,very bad,2023-12-27,CUST3768,PROD110
REV24404,2,very good,2024-09-16,CUST5135,PROD102
REV24405,4,bad,2025-06-09,CUST2541,PROD101
REV24406,2,very bad,2023-03-23,CUST3445,PROD113
REV24407,2,bad,2024-06-22,CUST5586,PROD106
REV24408,5,average,2023-03-12,CUST1000,PROD103
REV24409,4,very bad,2022-09-23,CUST4697,PROD103
REV24410,3,very good,2024-10-03,CUST5417,PROD100
REV24411,4,bad,2024-05-12,CUST5896,PROD108
REV24412,4,bad,2023-03-04,CUST1943,PROD100
REV24413,5,bad,2025-03-11,CUST5354,PROD113
REV24414,3,good,2025-05-18,CUST5324,PROD104
REV24415,5,good,2023-08-09,CUST1640,PROD103
REV24416,3,average,2022-10-20,CUST2527,PROD100
REV24417,1,good,2023-12-28,CUST3748,PROD106
REV24418,1,very good,2025-06-08,CUST1005,PROD100
REV24419,2,very good,2023-10-22,CUST1244,PROD113
REV24420,2,good,2022-11-21,CUST2064,PROD113
REV24421,3,very bad,2024-08-01,CUST1272,PROD104
REV24422,2,good,2023-05-23,CUST3418,PROD103
REV24423,1,very good,2023-07-08,CUST4540,PROD106
REV24424,4,very good,2025-04-20,CUST2605,PROD104
REV24425,4,very good,2024-02-14,CUST3323,PROD101
REV24426,3,very good,2025-06-04,CUST4185,PROD113
REV24427,1,bad,2025-02-12,CUST5963,PROD104
REV24428,5,very good,2023-02-01,CUST2419,PROD109
REV24429,3,bad,2023-01-25,CUST3076,PROD108
REV24430,5,very bad,2024-07-01,CUST3056,PROD110
REV24431,5,good,2023-05-29,CUST2014,PROD107
REV24432,1,very good,2023-04-08,CUST4513,PROD111
REV24433,3,good,2022-11-24,CUST4458,PROD113
REV24434,2,very good,2024-01-20,CUST1276,PROD109
REV24435,4,average,2024-03-04,CUST1288,PROD108
REV24436,5,bad,2022-10-04,CUST2764,PROD105
REV24437,5,good,2022-12-16,CUST3693,PROD101
REV24438,1,very good,2024-08-27,CUST4569,PROD113
REV24439,4,very good,2023-07-23,CUST2256,PROD106
REV24440,3,good,2023-12-23,CUST5269,PROD104
REV24441,3,good,2024-02-02,CUST2781,PROD107
REV24442,1,very bad,2025-02-03,CUST1294,PROD105
REV24443,5,very bad,2023-06-30,CUST4741,PROD111
REV24444,5,good,2023-12-09,CUST4003,PROD108
REV24445,3,very bad,2024-05-06,CUST4456,PROD107
REV24446,1,average,2025-01-25,CUST5819,PROD113
REV24447,5,very good,2023-03-09,CUST1000,PROD101
REV24448,5,average,2024-10-29,CUST5493,PROD101
REV24449,5,average,2024-09-13,CUST4989,PROD112
REV24450,2,very good,2025-02-10,CUST3327,PROD110
REV24451,3,very good,2025-07-02,CUST3071,PROD107
REV24452,5,bad,2025-08-22,CUST4624,PROD112
REV24453,5,very good,2023-06-29,CUST5684,PROD102
REV24454,1,very bad,2023-03-31,CUST5554,PROD105
REV24455,2,good,2023-10-13,CUST5798,PROD106
REV24456,5,very bad,2022-08-27,CUST3077,PROD101
REV24457,5,very good,2024-07-11,CUST1122,PROD114
REV24458,2,good,2024-08-12,CUST5058,PROD111
REV24459,3,good,2023-02-18,CUST4764,PROD110
REV24460,4,good,2025-08-14,CUST4479,PROD112
REV24461,1,average,2024-06-13,CUST5385,PROD105
REV24462,4,good,2023-08-02,CUST2560,PROD114
REV24463,4,average,2022-09-08,CUST3602,PROD106
REV24464,5,very bad,2024-01-24,CUST1600,PROD109
REV24465,3,bad,2023-09-12,CUST4913,PROD102
REV24466,3,very good,2025-03-16,CUST1103,PROD108
REV24467,5,average,2024-05-11,CUST5737,PROD108
REV24468,1,good,2024-02-24,CUST2488,PROD101
REV24469,1,average,2024-12-14,CUST1571,PROD109
REV24470,3,good,2025-04-13,CUST1455,PROD108
REV24471,4,good,2024-10-28,CUST3838,PROD103
REV24472,3,very good,2023-11-22,CUST1451,PROD103
REV24473,3,very good,2024-10-10,CUST3105,PROD103
REV24474,2,very bad,2024-01-04,CUST3366,PROD100
REV24475,5,very bad,2024-10-25,CUST4505,PROD101
REV24476,5,very good,2023-06-11,CUST1862,PROD110
REV24477,3,average,2025-07-24,CUST5798,PROD103
REV24478,5,very bad,2023-09-11,CUST1772,PROD104
REV24479,5,average,2023-05-21,CUST2857,PROD101
REV24480,5,good,2024-12-09,CUST3003,PROD102
REV24481,3,average,2023-12-28,CUST3030,PROD102
REV24482,4,bad,2025-01-24,CUST1837,PROD114
REV24483,2,average,2024-12-21,CUST3352,PROD106
REV24484,1,very bad,2025-02-08,CUST1035,PROD103
REV24485,1,bad,2024-04-15,CUST4103,PROD105
REV24486,1,very bad,2024-04-03,CUST4311,PROD101
REV24487,2,average,2024-06-20,CUST4563,PROD104
REV24488,1,very bad,2023-09-22,CUST3897,PROD103
REV24489,5,good,2023-06-10,CUST2357,PROD108
REV24490,5,very bad,2023-07-16,CUST4181,PROD107
REV24491,1,very bad,2024-07-06,CUST3170,PROD112
REV24492,3,good,2023-10-21,CUST1227,PROD111
REV24493,3,good,2025-06-19,CUST2923,PROD101
REV24494,5,average,2024-08-11,CUST1530,PROD109
REV24495,3,very good,2024-07-25,CUST2838,PROD109
REV24496,4,very good,2025-05-13,CUST3609,PROD112
REV24497,1,very good,2024-01-06,CUST1521,PROD107
REV24498,2,very bad,2025-05-31,CUST2543,PROD110
REV24499,2,very bad,2025-03-12,CUST3759,PROD104
REV24500,4,good,2023-01-10,CUST2225,PROD112
REV24501,5,very bad,2023-11-13,CUST4351,PROD108
REV24502,1,good,2024-05-06,CUST1172,PROD103
REV24503,5,average,2025-03-03,CUST2450,PROD110
REV24504,5,bad,2024-02-23,CUST1543,PROD105
REV24505,4,very good,2023-03-23,CUST2932,PROD112
REV24506,1,bad,2023-02-15,CUST5368,PROD110
REV24507,3,very good,2022-09-21,CUST3347,PROD105
REV24508,3,very bad,2022-09-27,CUST4802,PROD108
REV24509,5,good,2025-03-31,CUST2157,PROD105
REV24510,4,average,2024-04-19,CUST4669,PROD107
REV24511,4,bad,2024-08-20,CUST2225,PROD105
REV24512,3,bad,2023-11-10,CUST1940,PROD107
REV24513,2,very bad,2024-02-29,CUST5430,PROD104
REV24514,5,very bad,2024-04-09,CUST5165,PROD100
REV24515,4,bad,2024-01-29,CUST5140,PROD112
REV24516,2,very bad,2025-03-20,CUST2191,PROD103
REV24517,1,very bad,2023-05-18,CUST2792,PROD105
REV24518,5,very bad,2023-12-01,CUST4141,PROD110
REV24519,3,very bad,2023-11-05,CUST5042,PROD112
REV24520,1,average,2023-10-01,CUST3329,PROD113
REV24521,1,good,2024-04-26,CUST3867,PROD111
REV24522,4,very bad,2022-10-24,CUST1231,PROD111
REV24523,2,bad,2023-01-06,CUST3572,PROD103
REV24524,5,very bad,2025-02-13,CUST2442,PROD108
REV24525,2,bad,2024-09-03,CUST5160,PROD104
REV24526,4,very bad,2023-06-06,CUST2716,PROD101
REV24527,3,average,2024-09-04,CUST1753,PROD101
REV24528,1,very bad,2023-11-06,CUST5103,PROD112
REV24529,2,very good,2025-03-24,CUST2797,PROD101
REV24530,5,bad,2023-06-22,CUST1141,PROD112
REV24531,5,very good,2025-03-24,CUST5877,PROD109
REV24532,1,bad,2024-02-05,CUST5907,PROD112
REV24533,3,bad,2025-07-08,CUST2020,PROD103
REV24534,5,very bad,2022-12-02,CUST3617,PROD102
REV24535,3,average,2025-07-08,CUST2805,PROD114
REV24536,2,average,2025-02-09,CUST4324,PROD104
REV24537,1,very bad,2023-05-01,CUST3238,PROD108
REV24538,3,very bad,2025-02-24,CUST3109,PROD109
REV24539,4,average,2023-03-30,CUST1895,PROD103
REV24540,2,average,2024-03-04,CUST3333,PROD110
REV24541,2,good,2023-04-26,CUST4373,PROD111
REV24542,4,very bad,2023-08-14,CUST1272,PROD105
REV24543,5,very bad,2024-04-24,CUST4385,PROD101
REV24544,3,very bad,2024-04-03,CUST2730,PROD108
REV24545,1,very good,2025-03-05,CUST5028,PROD113
REV24546,3,very bad,2025-03-21,CUST3048,PROD108
REV24547,2,bad,2023-12-17,CUST1512,PROD112
REV24548,5,average,2024-08-04,CUST3344,PROD111
REV24549,4,very bad,2024-10-09,CUST3556,PROD100
REV24550,5,very good,2023-12-30,CUST5611,PROD114
REV24551,2,good,2023-07-26,CUST5726,PROD102
REV24552,2,very good,2024-11-13,CUST2561,PROD112
REV24553,5,good,2025-08-21,CUST2548,PROD104
REV24554,3,bad,2022-11-05,CUST3679,PROD108
REV24555,2,average,2022-12-04,CUST5075,PROD112
REV24556,1,very good,2024-09-06,CUST5641,PROD113
REV24557,3,very bad,2024-03-15,CUST5498,PROD100
REV24558,3,good,2025-04-24,CUST1879,PROD105
REV24559,5,very bad,2023-12-08,CUST2034,PROD107
REV24560,3,very good,2025-08-03,CUST4366,PROD114
REV24561,5,very bad,2024-09-14,CUST2022,PROD110
REV24562,1,bad,2023-08-25,CUST2741,PROD104
REV24563,3,bad,2023-01-08,CUST1615,PROD106
REV24564,4,very bad,2024-05-24,CUST5535,PROD102
REV24565,5,very good,2024-02-16,CUST4397,PROD109
REV24566,4,bad,2024-03-21,CUST3948,PROD114
REV24567,2,bad,2024-09-23,CUST5844,PROD102
REV24568,5,good,2023-01-23,CUST5502,PROD112
REV24569,4,average,2023-07-07,CUST3960,PROD107
REV24570,1,bad,2023-04-01,CUST3573,PROD113
REV24571,3,bad,2024-06-29,CUST2922,PROD100
REV24572,5,average,2024-01-15,CUST1554,PROD107
REV24573,3,good,2024-01-04,CUST4986,PROD110
REV24574,1,very good,2025-06-18,CUST3412,PROD110
REV24575,2,very bad,2025-08-14,CUST1929,PROD111
REV24576,1,average,2025-01-13,CUST2354,PROD101
REV24577,2,very good,2023-09-30,CUST4402,PROD108
REV24578,5,very bad,2023-03-22,CUST1320,PROD107
REV24579,1,average,2024-06-12,CUST2572,PROD109
REV24580,3,very good,2023-07-27,CUST4309,PROD105
REV24581,2,very good,2024-01-17,CUST2728,PROD113
REV24582,1,very good,2023-05-31,CUST3932,PROD104
REV24583,3,average,2023-07-24,CUST1873,PROD110
REV24584,3,average,2025-02-27,CUST2583,PROD112
REV24585,3,very bad,2025-08-10,CUST2731,PROD113
REV24586,2,good,2025-02-16,CUST4963,PROD110
REV24587,2,good,2023-03-31,CUST3267,PROD100
REV24588,3,very good,2023-01-26,CUST2232,PROD111
REV24589,2,very good,2024-06-06,CUST1099,PROD111
REV24590,1,good,2025-03-18,CUST4008,PROD113
REV24591,4,very good,2023-09-30,CUST2883,PROD106
REV24592,4,very bad,2023-07-23,CUST2352,PROD101
REV24593,2,very bad,2024-02-27,CUST2353,PROD113
REV24594,2,very good,2025-03-09,CUST1673,PROD114
REV24595,1,average,2025-08-14,CUST2013,PROD113
REV24596,3,very good,2023-09-04,CUST3902,PROD105
REV24597,5,bad,2023-09-06,CUST2674,PROD113
REV24598,4,average,2025-04-16,CUST1850,PROD109
REV24599,1,very bad,2023-09-22,CUST2841,PROD105
REV24600,3,very bad,2023-04-15,CUST3595,PROD110
REV24601,3,very bad,2023-01-12,CUST5078,PROD105
REV24602,3,bad,2025-02-08,CUST2828,PROD103
REV24603,4,very good,2024-02-18,CUST2489,PROD104
REV24604,4,good,2024-04-23,CUST3204,PROD113
REV24605,3,very bad,2022-09-03,CUST1441,PROD100
REV24606,5,very good,2025-01-11,CUST4739,PROD109
REV24607,1,very good,2022-11-04,CUST4341,PROD111
REV24608,3,very bad,2023-04-12,CUST2256,PROD110
REV24609,4,very bad,2023-07-27,CUST4950,PROD109
REV24610,2,bad,2023-04-15,CUST3012,PROD101
REV24611,2,very good,2024-01-17,CUST2289,PROD110
REV24612,5,very bad,2025-03-24,CUST2723,PROD113
REV24613,1,bad,2024-12-05,CUST3887,PROD107
REV24614,5,good,2024-02-10,CUST1188,PROD101
REV24615,3,bad,2024-02-29,CUST5188,PROD110
REV24616,1,bad,2025-08-20,CUST5033,PROD110
REV24617,2,very good,2023-01-07,CUST1305,PROD114
REV24618,1,good,2024-07-03,CUST2203,PROD114
REV24619,3,very bad,2025-03-25,CUST4742,PROD109
REV24620,2,good,2024-01-09,CUST3666,PROD106
REV24621,4,very good,2023-12-16,CUST4018,PROD114
REV24622,4,very bad,2023-11-22,CUST1372,PROD100
REV24623,5,bad,2024-07-07,CUST3118,PROD112
REV24624,4,good,2025-05-17,CUST3686,PROD100
REV24625,5,good,2023-06-06,CUST1900,PROD112
REV24626,3,very good,2023-02-25,CUST3661,PROD114
REV24627,1,average,2025-01-28,CUST2778,PROD112
REV24628,5,very bad,2024-10-10,CUST4950,PROD104
REV24629,2,good,2024-09-14,CUST2879,PROD112
REV24630,2,bad,2023-11-25,CUST5703,PROD113
REV24631,4,very good,2023-12-01,CUST4086,PROD110
REV24632,4,average,2024-09-26,CUST2118,PROD113
REV24633,1,very bad,2024-12-30,CUST4925,PROD106
REV24634,3,very bad,2024-12-28,CUST4980,PROD100
REV24635,2,good,2022-10-14,CUST4552,PROD101
REV24636,5,average,2025-06-25,CUST5213,PROD112
REV24637,1,very good,2024-06-02,CUST1974,PROD111
REV24638,1,average,2024-05-30,CUST2054,PROD110
REV24639,3,average,2023-08-12,CUST3759,PROD100
REV24640,2,very good,2024-10-22,CUST1920,PROD109
REV24641,2,bad,2024-11-22,CUST3102,PROD105
REV24642,5,very bad,2023-05-03,CUST3989,PROD114
REV24643,2,average,2023-06-26,CUST1975,PROD105
REV24644,3,good,2025-01-17,CUST4529,PROD105
REV24645,1,very good,2024-11-03,CUST4224,PROD102
REV24646,3,very good,2025-03-26,CUST1551,PROD107
REV24647,2,average,2023-12-21,CUST2237,PROD105
REV24648,5,very bad,2025-04-30,CUST4863,PROD114
REV24649,2,good,2024-12-01,CUST1861,PROD107
REV24650,2,bad,2023-08-15,CUST3605,PROD102
REV24651,5,good,2023-06-19,CUST5320,PROD110
REV24652,3,average,2024-08-08,CUST3861,PROD112
REV24653,1,good,2023-07-29,CUST2597,PROD109
REV24654,3,good,2024-05-15,CUST2468,PROD108
REV24655,1,very bad,2025-08-23,CUST3903,PROD102
REV24656,4,very bad,2023-06-12,CUST4761,PROD100
REV24657,2,very good,2024-09-11,CUST4731,PROD112
REV24658,1,very good,2024-03-28,CUST1765,PROD107
REV24659,1,very good,2025-02-01,CUST4079,PROD104
REV24660,5,average,2024-10-20,CUST2298,PROD114
REV24661,4,very bad,2025-02-17,CUST1843,PROD103
REV24662,3,very good,2022-09-05,CUST4885,PROD104
REV24663,5,very good,2022-10-26,CUST1859,PROD112
REV24664,5,very bad,2023-06-13,CUST4231,PROD103
REV24665,3,very bad,2023-12-31,CUST4589,PROD106
REV24666,3,very bad,2024-09-11,CUST4120,PROD104
REV24667,3,good,2024-11-24,CUST3921,PROD113
REV24668,3,average,2024-10-18,CUST4185,PROD100
REV24669,2,good,2025-01-01,CUST3799,PROD108
REV24670,4,average,2023-08-15,CUST1094,PROD114
REV24671,2,very good,2024-06-02,CUST2598,PROD106
REV24672,3,very bad,2023-02-23,CUST5221,PROD100
REV24673,1,average,2025-01-12,CUST3265,PROD101
REV24674,5,good,2023-09-06,CUST2481,PROD113
REV24675,5,bad,2022-12-05,CUST3745,PROD112
REV24676,5,very good,2024-07-31,CUST1290,PROD114
REV24677,2,very good,2023-06-15,CUST3676,PROD113
REV24678,3,bad,2025-05-13,CUST4288,PROD112
REV24679,1,average,2025-05-04,CUST5726,PROD108
REV24680,3,bad,2025-01-30,CUST4288,PROD109
REV24681,4,average,2023-02-03,CUST1047,PROD103
REV24682,5,good,2022-10-20,CUST1707,PROD110
REV24683,2,very good,2024-10-13,CUST3184,PROD102
REV24684,2,good,2023-03-15,CUST4418,PROD107
REV24685,4,very bad,2025-08-04,CUST1952,PROD108
REV24686,2,very good,2025-04-27,CUST2294,PROD113
REV24687,1,very good,2023-03-08,CUST1259,PROD100
REV24688,4,average,2024-03-25,CUST4740,PROD109
REV24689,2,very good,2024-04-16,CUST5129,PROD111
REV24690,1,average,2023-09-13,CUST2193,PROD105
REV24691,1,very good,2023-01-10,CUST4126,PROD101
REV24692,5,bad,2024-02-19,CUST5094,PROD106
REV24693,4,good,2024-02-19,CUST3018,PROD101
REV24694,4,good,2025-06-10,CUST1145,PROD100
REV24695,4,average,2022-11-09,CUST4144,PROD109
REV24696,5,average,2023-08-21,CUST4986,PROD103
REV24697,3,average,2024-01-22,CUST1368,PROD114
REV24698,3,bad,2025-03-06,CUST3597,PROD111
REV24699,3,good,2023-10-26,CUST5340,PROD109
REV24700,1,good,2023-09-06,CUST3140,PROD104
REV24701,5,very bad,2024-03-20,CUST1276,PROD114
REV24702,3,average,2025-06-14,CUST3487,PROD113
REV24703,5,bad,2023-12-21,CUST2761,PROD111
REV24704,4,average,2022-12-30,CUST5911,PROD104
REV24705,4,very good,2024-02-26,CUST5965,PROD105
REV24706,5,very good,2022-10-08,CUST1190,PROD103
REV24707,5,very good,2023-10-04,CUST4074,PROD110
REV24708,1,good,2025-08-07,CUST2308,PROD108
REV24709,1,very bad,2022-11-26,CUST5846,PROD102
REV24710,1,good,2023-01-21,CUST4461,PROD109
REV24711,2,very good,2024-10-24,CUST2819,PROD103
REV24712,4,average,2025-03-02,CUST5138,PROD102
REV24713,5,bad,2024-09-11,CUST4387,PROD101
REV24714,4,very bad,2023-01-12,CUST3947,PROD100
REV24715,5,very bad,2022-09-15,CUST5175,PROD109
REV24716,2,good,2025-08-06,CUST5699,PROD113
REV24717,4,bad,2025-07-01,CUST5289,PROD105
REV24718,3,very good,2022-12-10,CUST1924,PROD105
REV24719,4,very bad,2024-12-03,CUST3736,PROD100
REV24720,1,good,2023-05-01,CUST5370,PROD103
REV24721,1,bad,2025-02-07,CUST5409,PROD103
REV24722,3,very bad,2024-06-02,CUST3037,PROD104
REV24723,2,very bad,2024-11-17,CUST3010,PROD110
REV24724,3,bad,2023-08-24,CUST3916,PROD105
REV24725,2,very bad,2023-12-07,CUST3186,PROD103
REV24726,2,very bad,2023-02-09,CUST5744,PROD114
REV24727,4,very bad,2024-06-29,CUST4863,PROD112
REV24728,1,very good,2023-07-31,CUST4315,PROD109
REV24729,1,average,2024-09-19,CUST5729,PROD114
REV24730,4,average,2024-05-10,CUST5373,PROD103
REV24731,1,bad,2025-03-06,CUST5041,PROD104
REV24732,2,average,2023-01-30,CUST2536,PROD111
REV24733,2,bad,2024-10-16,CUST4200,PROD105
REV24734,4,very good,2023-10-04,CUST4781,PROD113
REV24735,3,bad,2024-04-26,CUST4578,PROD104
REV24736,1,average,2023-08-07,CUST2692,PROD100
REV24737,1,very bad,2024-07-05,CUST2574,PROD100
REV24738,3,good,2023-02-09,CUST5212,PROD102
REV24739,5,very bad,2023-08-29,CUST2858,PROD107
REV24740,4,bad,2023-07-30,CUST5930,PROD102
REV24741,3,very good,2025-08-21,CUST3505,PROD103
REV24742,3,bad,2024-06-10,CUST2470,PROD108
REV24743,1,bad,2024-11-06,CUST4263,PROD105
REV24744,2,average,2025-07-27,CUST1844,PROD102
REV24745,2,very bad,2024-12-28,CUST2205,PROD114
REV24746,1,very good,2024-04-29,CUST4353,PROD114
REV24747,1,very bad,2022-09-18,CUST4487,PROD107
REV24748,5,bad,2023-01-27,CUST5184,PROD106
REV24749,4,average,2024-04-05,CUST1653,PROD108
REV24750,3,average,2025-05-21,CUST4096,PROD111
REV24751,2,good,2022-09-14,CUST2600,PROD107
REV24752,1,good,2023-08-09,CUST2234,PROD101
REV24753,3,very good,2023-04-06,CUST4416,PROD107
REV24754,1,average,2024-01-20,CUST2766,PROD113
REV24755,1,good,2025-02-04,CUST5168,PROD110
REV24756,1,good,2023-06-17,CUST1639,PROD105
REV24757,2,very bad,2023-05-14,CUST3738,PROD112
REV24758,4,very good,2025-02-23,CUST1407,PROD113
REV24759,1,bad,2025-01-26,CUST4936,PROD107
REV24760,5,very good,2024-03-12,CUST1333,PROD109
REV24761,3,very good,2023-12-02,CUST3489,PROD107
REV24762,1,good,2025-05-19,CUST4444,PROD112
REV24763,2,very bad,2023-09-27,CUST5527,PROD102
REV24764,4,bad,2024-02-27,CUST3076,PROD106
REV24765,1,very good,2024-04-06,CUST4309,PROD114
REV24766,3,average,2024-10-18,CUST1105,PROD114
REV24767,2,good,2025-01-09,CUST4461,PROD106
REV24768,4,bad,2023-11-19,CUST3509,PROD106
REV24769,1,very good,2024-12-18,CUST2571,PROD111
REV24770,1,bad,2023-12-30,CUST1956,PROD114
REV24771,2,good,2024-06-06,CUST1779,PROD106
REV24772,2,average,2022-10-29,CUST5517,PROD107
REV24773,3,very bad,2024-01-12,CUST3954,PROD113
REV24774,2,average,2024-08-18,CUST3103,PROD104
REV24775,4,very bad,2025-03-01,CUST3293,PROD114
REV24776,4,very good,2024-09-23,CUST2877,PROD108
REV24777,5,bad,2023-09-27,CUST2444,PROD113
REV24778,1,bad,2023-07-01,CUST1440,PROD100
REV24779,5,average,2023-03-26,CUST4058,PROD102
REV24780,1,good,2024-01-07,CUST1097,PROD103
REV24781,4,very bad,2023-11-07,CUST4884,PROD109
REV24782,1,bad,2024-04-20,CUST2757,PROD108
REV24783,4,very good,2023-12-04,CUST1639,PROD104
REV24784,5,very bad,2025-06-29,CUST3447,PROD114
REV24785,5,very good,2024-08-27,CUST2164,PROD102
REV24786,4,good,2024-01-10,CUST3505,PROD106
REV24787,5,good,2023-11-09,CUST3910,PROD107
REV24788,3,average,2023-06-21,CUST5477,PROD102
REV24789,2,very bad,2024-02-08,CUST1225,PROD108
REV24790,4,average,2023-03-04,CUST3297,PROD107
REV24791,4,bad,2023-03-27,CUST2128,PROD106
REV24792,3,bad,2023-01-14,CUST3287,PROD101
REV24793,4,bad,2024-12-16,CUST5644,PROD103
REV24794,4,very good,2023-01-30,CUST3413,PROD101
REV24795,2,very good,2025-06-30,CUST3654,PROD106
REV24796,2,average,2022-09-02,CUST3396,PROD103
REV24797,3,very bad,2023-09-16,CUST1447,PROD108
REV24798,3,average,2024-01-13,CUST5887,PROD112
REV24799,1,good,2024-11-07,CUST5288,PROD105
REV24800,1,bad,2025-06-06,CUST4232,PROD104
REV24801,1,bad,2024-05-11,CUST1842,PROD114
REV24802,5,good,2025-08-12,CUST1854,PROD112
REV24803,5,average,2024-12-25,CUST3409,PROD113
REV24804,2,very bad,2025-06-21,CUST3041,PROD106
REV24805,4,very good,2025-01-07,CUST3244,PROD109
REV24806,5,bad,2024-03-31,CUST3435,PROD102
REV24807,2,average,2024-11-20,CUST3472,PROD105
REV24808,5,very bad,2025-01-25,CUST3271,PROD105
REV24809,4,bad,2023-12-06,CUST5789,PROD113
REV24810,3,bad,2022-09-13,CUST4521,PROD100
REV24811,3,very bad,2025-08-07,CUST4123,PROD109
REV24812,3,average,2023-04-23,CUST1939,PROD114
REV24813,1,very bad,2023-09-03,CUST5505,PROD103
REV24814,2,very bad,2023-01-15,CUST3383,PROD111
REV24815,1,very good,2025-01-31,CUST2078,PROD105
REV24816,2,very good,2025-01-30,CUST1374,PROD103
REV24817,2,very bad,2022-10-23,CUST1547,PROD105
REV24818,5,very good,2024-08-21,CUST3137,PROD114
